
Collection of rates and branching fractions of atom-hydrogen collisions at low energies by Barklem and collegues
(Uppsala University) determined from the LCAO model.

The data set is limited to the Mutual Neutralization channel starting from ions in their ground state,
   A+ + H-  --->  A* + H + E_KER
where A* denotes the atom in a possibly excited state and E_KER is the kinetic energy release in the reaction.

Kinetic energy releases can be derived from the listed energy levels (which are LS-term averaged energies) through
   E_KER = E_i(A) - E_ea(H) + E_LS(A)
where E_i is the (first) ionization energy of atom A (should be between term-averaged levels), E_ea is the
electron affinity of hydrogen and E_LS the term-averaged excitation energy of atom A.

Note that these rates, and the derived branching fractions, asssume a Maxwellian velocity distribution
of the reactants.

References: see list under inelastic collisions at: https://github.com/barklem/public-data

Compiled by Jon Grumer, Uppsala University, 2020

  A+H                                         T = 1000 K                 T = 3000 K                 T = 7000 K
  ------- -------------  ------------    ------------------         ------------------         ------------------
  Li+H                        E[cm-1]    Rate[-1]     BF[%]         Rate[-1]     BF[%]         Rate[-1]     BF[%]
  Li+.1s2                         0.0
  ----->  3p5p.1P             56780.4    1.040e-14     0.00         7.050e-15     0.00         5.710e-15     0.00
  ----->  3p5p.3D             56978.0    7.340e-15     0.00         5.000e-15     0.00         4.050e-15     0.00
  ----->  3p5p.3P             57295.0    8.600e-17     0.00         5.940e-17     0.00         4.890e-17     0.00
  ----->  3p4d.3Fo            57372.0    1.617e-17     0.00         1.123e-17     0.00         9.250e-18     0.00
  ----->  3p5p.3S             57541.9    5.290e-19     0.00         3.690e-19     0.00         3.060e-19     0.00
  ----->  3p5p.1D             57798.1    4.010e-21     0.00         2.850e-21     0.00         2.382e-21     0.00
  ----->  3p5p.1S             58311.7    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  Si+.2Po                 0.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  Si+.4pe             42824.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00


  K+H                         E[cm-1]    Rate[-1]     BF[%]         Rate[-1]     BF[%]         Rate[-1]     BF[%]
  K+                              0.0
  ----->  4s                      0.0    6.420e-12     0.00         5.650e-12     0.01         8.790e-12     0.01
  ----->  4p                  12985.0    9.110e-09     6.60         6.660e-09     7.51         6.630e-09     9.62
  ----->  5s                  21026.0    6.880e-08    49.87         4.380e-08    49.38         3.320e-08    48.17
  ----->  3d                  21534.0    5.970e-08    43.27         3.800e-08    42.84         2.890e-08    41.93
  ----->  5p                  24701.0    3.530e-10     0.26         2.310e-10     0.26         1.790e-10     0.26
  ----->  4d                  27397.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  6s                  27450.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  4f                  28127.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  K+                      0.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00


  Ca+H                        E[cm-1]    Rate[-1]     BF[%]         Rate[-1]     BF[%]         Rate[-1]     BF[%]
  Ca+.4s                          0.0
  ----->  4s2.1S                  0.0    3.480e-10     0.19         2.420e-10     0.21         2.270e-10     0.26
  ----->  4s4p.3Po            15158.0    1.500e-09     0.83         1.040e-09     0.91         9.540e-10     1.10
  ----->  3d4s.3D             20335.0    9.010e-09     4.99         5.970e-09     5.24         5.000e-09     5.76
  ----->  3d4s.1D             21849.6    1.910e-08    10.59         1.200e-08    10.53         9.170e-09    10.56
  ----->  4s4p.1Po            23652.3    3.770e-08    20.89         2.370e-08    20.80         1.800e-08    20.73
  ----->  4s5s.3S             31539.5    7.560e-08    41.90         4.760e-08    41.77         3.600e-08    41.46
  ----->  4s5s.1S             33317.3    2.000e-08    11.08         1.250e-08    10.97         9.210e-09    10.61
  ----->  3d4p.3Fo            35730.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  3d4p.1Do            35835.4    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  4s5p.3Po            36547.7    1.170e-08     6.48         7.410e-09     6.50         5.610e-09     6.46
  ----->  4s5p.1Po            36731.6    3.390e-09     1.88         2.160e-09     1.90         1.640e-09     1.89
  ----->  4s4d.1D             37298.3    8.950e-10     0.50         5.710e-10     0.50         4.360e-10     0.50
  ----->  4s4d.3D             37748.2    1.190e-09     0.66         7.630e-10     0.67         5.840e-10     0.67
  ----->  3d4p.3Do            38192.4    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  4p2.3P              38417.5    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  3d4p.3Po            39333.4    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  4s6s.3S             40474.2    3.890e-15     0.00         2.640e-15     0.00         2.130e-15     0.00
  ----->  Ca+.4s                  0.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  Ca+.3d              13650.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  Ca+.4p              25192.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00


  Ti+H                        E[cm-1]    Rate[-1]     BF[%]         Rate[-1]     BF[%]         Rate[-1]     BF[%]
  Ti+.a4F                         0.0
  ----->  a3F                     0.0    3.918e-16     0.00         4.523e-16     0.00         1.450e-15     0.00
  ----->  a5F                  6498.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  a1D                  7032.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  a3P                  8325.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  b3F                 11450.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  a1G                 11896.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
